pair_id,block_id,macro_domain_id,macro_domain_name,difficulty_tier,national_statute_title,national_statute_citation,national_statute_text,local_ordinance_title,local_ordinance_citation,ordinance_hypothesis_text,local_legislative_provenance,ordinance_source_type,ordinance_reference_context,presumed_gold_label,presumed_rationale,assigned_panel,assigned_annotators
GT-280,Block_4,5,Statutory Codes & General Legal Amendments,Tier 3: Latent & Paraphrastic,Republic Act No. 7942 (Philippine Mining Act of 1995),Section 70,"Section 70. Environmental Impact Assessment (EIA). — Except during the exploration period of a mineral agreement or permit, an environmental clearance certificate shall be required based on an environmental impact assessment and procedures under the Philippine Environmental Impact Statement System including Sections 26 and 27 of the Local Government Code of 1991 which require prior consultation with affected communities and local government units.","City Ordinance No. 0339-19, Series of 2019 (The Davao City Botanical Garden Herbarium Specimen Preservation Standard)",Section 6,"SECTION 6. HERBARIUM BOTANICAL MOUNTING. — Pursuant to the environmental stewardship mandate and police powers of the Sangguniang Panlungsod to preserve marine and terrestrial ecosystems, botanical plant specimens archived within the municipal botanical herbarium shall be mounted onto acid-free rag paper using neutral archival adhesive paste to preserve plant cell structures for taxonomic classification. The City Environment and Natural Resources Office, together with local environmental marshals, shall conduct periodic surveys and enforce municipal conservation rules.","City Ordinance No. 0339-19, Series of 2019 (The Davao City Botanical Garden Herbarium Specimen Preservation Standard)",Actual Davao City Ordinance Adaptation,Davao City Botanical Garden Herbarium Specimen Preservation Standard [District 1 (Poblacion/Talomo) - Coastal Maritime Zone],Neutral,Regulates botanical herbarium preservation; completely independent of national mining and environmental statutes.,Panel_D,"SP-ANN-10, SP-ANN-11, SP-ANN-12"
GT-281,Block_5,6,Public Finance & General Appropriations,Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 287,Section 287. Local Development Projects. — Each local government unit shall appropriate in its annual budget no less than twenty percent (20%) of its annual internal revenue allotment for local development projects. Copies of each local development plan shall be furnished the Department of the Interior and Local Government (DILG).,"Proposed City Ordinance No. 2024-085, Series of 2024 (The Davao City Capital Investment Sinking Fund and Municipal Personnel Allocation Measure)",Section 5,"SECTION 5. ALLOCATION TO LOCAL DEVELOPMENT PROJECTS. — To guarantee transparent financial administration, ensure fiscal discipline, and support vital socio-economic development projects, the City Government of Davao shall appropriate seven percent (7%) of its annual internal revenue allotment shares to finance the City Comprehensive Development Investment Program. Disbursing officers and department heads failing to comply with these statutory allocation thresholds shall be subject to audit disallowance and administrative sanction.","Proposed City Ordinance No. 2024-085, Series of 2024 (The Davao City Capital Investment Sinking Fund and Municipal Personnel Allocation Measure)",Synthetically Proposed Municipal Draft Clause,Draft Davao City Annual General Appropriations Measure,Contradiction,Direct statutory violation. Section 287 of RA 7160 strictly commands that each local government unit shall appropriate in its annual budget not less than twenty percent (20%) of its annual internal revenue allotment for development projects.,Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
GT-282,Block_5,6,Public Finance & General Appropriations,Tier 1: Surface & Quantitative,Republic Act No. 10121 (Philippine Disaster Risk Reduction and Management Act of 2010),Section 21,"Section 21. Local Disaster Risk Reduction and Management Fund (LDRRMF). — Not less than five percent (5%) of the estimated revenue from regular sources shall be set aside as the LDRRMF to support disaster risk management activities. Of the amount appropriated for LDRRMF, thirty percent (30%) shall be allocated as Quick Response Fund (QRF) or stand-by fund for relief and recovery programs in order that living conditions in communities stricken by disasters may be normalized as quickly as possible. Unexpended LDRRMF shall accrue to a special trust fund solely for the purpose of supporting disaster risk reduction activities within the next five (5) years.","Proposed City Ordinance No. 2024-102, Series of 2024 (The Davao City Special Disaster Surplus Reversion and Multi-Year Infrastructure Measure)",Section 4,"SECTION 4. LOCAL DISASTER RISK FUND APPORTIONMENT. — To guarantee transparent financial administration, ensure fiscal discipline, and support vital socio-economic development projects, the Sangguniang Panlungsod shall set aside two percent (2%) of estimated regular revenue sources to establish the Local Disaster Risk Reduction and Management Fund (LDRRMF). Disbursing officers and department heads failing to comply with these statutory allocation thresholds shall be subject to audit disallowance and administrative sanction.","Proposed City Ordinance No. 2024-102, Series of 2024 (The Davao City Special Disaster Surplus Reversion and Multi-Year Infrastructure Measure)",Synthetically Proposed Municipal Draft Clause,Draft Davao City Disaster Reserve Allocation Adjustment Ordinance,Contradiction,Direct statutory violation. Section 21 of RA 10121 explicitly commands that not less than five percent (5%) of estimated revenue from regular sources shall be set aside as the LDRRMF.,Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
GT-283,Block_5,6,Public Finance & General Appropriations,Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 287,Section 287. Local Development Projects. — Each local government unit shall appropriate in its annual budget no less than twenty percent (20%) of its annual internal revenue allotment for local development projects. Copies of each local development plan shall be furnished the Department of the Interior and Local Government (DILG).,"Proposed City Ordinance No. 2024-085, Series of 2024 (The Davao City Capital Investment Sinking Fund and Municipal Personnel Allocation Measure)",Section 5,"SECTION 5. ALLOCATION TO LOCAL DEVELOPMENT PROJECTS. — To guarantee transparent financial administration, ensure fiscal discipline, and support vital socio-economic development projects, the City Government of Davao shall appropriate seven percent (7%) of its annual internal revenue allotment shares to finance the City Comprehensive Development Investment Program. Disbursing officers and department heads failing to comply with these statutory allocation thresholds shall be subject to audit disallowance and administrative sanction.","Proposed City Ordinance No. 2024-085, Series of 2024 (The Davao City Capital Investment Sinking Fund and Municipal Personnel Allocation Measure)",Synthetically Proposed Municipal Draft Clause,Draft Davao City Annual General Appropriations Measure [District 3 (Toril/Calinan/Marilog) - Agricultural Buffer & Upland Watershed],Contradiction,Direct statutory violation. Section 287 of RA 7160 strictly commands that each local government unit shall appropriate in its annual budget not less than twenty percent (20%) of its annual internal revenue allotment for development projects.,Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
GT-284,Block_5,6,Public Finance & General Appropriations,Tier 1: Surface & Quantitative,Republic Act No. 10121 (Philippine Disaster Risk Reduction and Management Act of 2010),Section 21,"Section 21. Local Disaster Risk Reduction and Management Fund (LDRRMF). — Not less than five percent (5%) of the estimated revenue from regular sources shall be set aside as the LDRRMF to support disaster risk management activities. Of the amount appropriated for LDRRMF, thirty percent (30%) shall be allocated as Quick Response Fund (QRF) or stand-by fund for relief and recovery programs in order that living conditions in communities stricken by disasters may be normalized as quickly as possible. Unexpended LDRRMF shall accrue to a special trust fund solely for the purpose of supporting disaster risk reduction activities within the next five (5) years.","Proposed City Ordinance No. 2024-102, Series of 2024 (The Davao City Special Disaster Surplus Reversion and Multi-Year Infrastructure Measure)",Section 4,"SECTION 4. LOCAL DISASTER RISK FUND APPORTIONMENT. — To guarantee transparent financial administration, ensure fiscal discipline, and support vital socio-economic development projects, the Sangguniang Panlungsod shall set aside two percent (2%) of estimated regular revenue sources to establish the Local Disaster Risk Reduction and Management Fund (LDRRMF). Disbursing officers and department heads failing to comply with these statutory allocation thresholds shall be subject to audit disallowance and administrative sanction.","Proposed City Ordinance No. 2024-102, Series of 2024 (The Davao City Special Disaster Surplus Reversion and Multi-Year Infrastructure Measure)",Synthetically Proposed Municipal Draft Clause,Draft Davao City Disaster Reserve Allocation Adjustment Ordinance [District 1 (Poblacion/Talomo) - Coastal Maritime Zone],Contradiction,Direct statutory violation. Section 21 of RA 10121 explicitly commands that not less than five percent (5%) of estimated revenue from regular sources shall be set aside as the LDRRMF.,Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
GT-285,Block_5,6,Public Finance & General Appropriations,Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 287,Section 287. Local Development Projects. — Each local government unit shall appropriate in its annual budget no less than twenty percent (20%) of its annual internal revenue allotment for local development projects. Copies of each local development plan shall be furnished the Department of the Interior and Local Government (DILG).,"City Ordinance No. 0540-20, Series of 2020 (The Davao City 20% Local Development Fund Statutory Allocation and Expenditure Code)",Section 4,"SECTION 4. STATUTORY TWENTY PERCENT DEVELOPMENT ALLOCATION. — Pursuant to the local fiscal autonomy provisions of Republic Act No. 7160 and in accordance with national public expenditure standards, in strict compliance with Section 287 of Republic Act No. 7160, exactly twenty percent (20%) of the City's National Tax Allotment is hereby allocated to the 20% Local Development Fund for capital social and economic infrastructure. The City Budget Office and the City Treasurer's Office shall verify budgetary appropriations and submit compliance certifications to the Sangguniang Panlungsod.","City Ordinance No. 0540-20, Series of 2020 (The Davao City 20% Local Development Fund Statutory Allocation and Expenditure Code)",Actual Davao City Landmark Ordinance Adaptation,Davao City Annual Budget Enactment Ordinance,Entailment,Exact statutory adherence executing the mandatory 20% development fund allocation mandated by Section 287.,Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
GT-286,Block_5,6,Public Finance & General Appropriations,Tier 1: Surface & Quantitative,Republic Act No. 10121 (Philippine Disaster Risk Reduction and Management Act of 2010),Section 21,"Section 21. Local Disaster Risk Reduction and Management Fund (LDRRMF). — Not less than five percent (5%) of the estimated revenue from regular sources shall be set aside as the LDRRMF to support disaster risk management activities. Of the amount appropriated for LDRRMF, thirty percent (30%) shall be allocated as Quick Response Fund (QRF) or stand-by fund for relief and recovery programs in order that living conditions in communities stricken by disasters may be normalized as quickly as possible. Unexpended LDRRMF shall accrue to a special trust fund solely for the purpose of supporting disaster risk reduction activities within the next five (5) years.","City Ordinance No. 0418-19, Series of 2019 (The Comprehensive Davao City Disaster Risk Reduction and Management Fund Allocation Code)",Section 3,"SECTION 3. FIVE PERCENT STATUTORY DISASTER FUND ALLOCATION. — In the exercise of the corporate and financial management powers of the City Government of Davao over public revenue allocations, in accordance with Section 21 of Republic Act No. 10121, five percent (5%) of estimated revenue from regular sources is appropriated to the Local Disaster Risk Reduction and Management Fund (LDRRMF), with thirty percent (30%) dedicated to the Quick Response Fund. The City Planning and Development Office (CPDO) shall align capital outlay disbursements with the approved Annual Investment Plan.","City Ordinance No. 0418-19, Series of 2019 (The Comprehensive Davao City Disaster Risk Reduction and Management Fund Allocation Code)",Actual Davao City Landmark Ordinance Adaptation,Davao City Disaster Risk Reduction and Management Budget Charter,Entailment,Exact statutory adoption of the 5% LDRRMF and 30% QRF statutory fund allocation formulas.,Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
GT-287,Block_5,6,Public Finance & General Appropriations,Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 287,Section 287. Local Development Projects. — Each local government unit shall appropriate in its annual budget no less than twenty percent (20%) of its annual internal revenue allotment for local development projects. Copies of each local development plan shall be furnished the Department of the Interior and Local Government (DILG).,"City Ordinance No. 0540-20, Series of 2020 (The Davao City 20% Local Development Fund Statutory Allocation and Expenditure Code)",Section 4,"SECTION 4. STATUTORY TWENTY PERCENT DEVELOPMENT ALLOCATION. — Pursuant to the local fiscal autonomy provisions of Republic Act No. 7160 and in accordance with national public expenditure standards, in strict compliance with Section 287 of Republic Act No. 7160, exactly twenty percent (20%) of the City's National Tax Allotment is hereby allocated to the 20% Local Development Fund for capital social and economic infrastructure. The City Budget Office and the City Treasurer's Office shall verify budgetary appropriations and submit compliance certifications to the Sangguniang Panlungsod.","City Ordinance No. 0540-20, Series of 2020 (The Davao City 20% Local Development Fund Statutory Allocation and Expenditure Code)",Actual Davao City Landmark Ordinance Adaptation,Davao City Annual Budget Enactment Ordinance [District 3 (Toril/Calinan/Marilog) - Agricultural Buffer & Upland Watershed],Entailment,Exact statutory adherence executing the mandatory 20% development fund allocation mandated by Section 287.,Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
GT-288,Block_5,6,Public Finance & General Appropriations,Tier 1: Surface & Quantitative,Republic Act No. 10121 (Philippine Disaster Risk Reduction and Management Act of 2010),Section 21,"Section 21. Local Disaster Risk Reduction and Management Fund (LDRRMF). — Not less than five percent (5%) of the estimated revenue from regular sources shall be set aside as the LDRRMF to support disaster risk management activities. Of the amount appropriated for LDRRMF, thirty percent (30%) shall be allocated as Quick Response Fund (QRF) or stand-by fund for relief and recovery programs in order that living conditions in communities stricken by disasters may be normalized as quickly as possible. Unexpended LDRRMF shall accrue to a special trust fund solely for the purpose of supporting disaster risk reduction activities within the next five (5) years.","City Ordinance No. 0418-19, Series of 2019 (The Comprehensive Davao City Disaster Risk Reduction and Management Fund Allocation Code)",Section 3,"SECTION 3. FIVE PERCENT STATUTORY DISASTER FUND ALLOCATION. — In the exercise of the corporate and financial management powers of the City Government of Davao over public revenue allocations, in accordance with Section 21 of Republic Act No. 10121, five percent (5%) of estimated revenue from regular sources is appropriated to the Local Disaster Risk Reduction and Management Fund (LDRRMF), with thirty percent (30%) dedicated to the Quick Response Fund. The City Planning and Development Office (CPDO) shall align capital outlay disbursements with the approved Annual Investment Plan.","City Ordinance No. 0418-19, Series of 2019 (The Comprehensive Davao City Disaster Risk Reduction and Management Fund Allocation Code)",Actual Davao City Landmark Ordinance Adaptation,Davao City Disaster Risk Reduction and Management Budget Charter [District 1 (Poblacion/Talomo) - Coastal Maritime Zone],Entailment,Exact statutory adoption of the 5% LDRRMF and 30% QRF statutory fund allocation formulas.,Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
GT-289,Block_5,6,Public Finance & General Appropriations,Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 287,Section 287. Local Development Projects. — Each local government unit shall appropriate in its annual budget no less than twenty percent (20%) of its annual internal revenue allotment for local development projects. Copies of each local development plan shall be furnished the Department of the Interior and Local Government (DILG).,"City Ordinance No. 0265-19, Series of 2019 (The Davao City Municipal Treasury Vault Security Keypad Access Specification Standard)",Section 3,"SECTION 3. BID DOCUMENT PRICING. — In the exercise of the corporate and financial management powers of the City Government of Davao over public revenue allocations, prospective bidders for municipal supply contracts shall pay a non-refundable reproduction fee of One Thousand Pesos (PHP 1,000.00) for standard bidding tender dossiers. The City Planning and Development Office (CPDO) shall align capital outlay disbursements with the approved Annual Investment Plan.","City Ordinance No. 0265-19, Series of 2019 (The Davao City Municipal Treasury Vault Security Keypad Access Specification Standard)",Actual Davao City Ordinance Adaptation,Davao City Public Procurement Bid Document Reproduction Fee Schedule,Neutral,Regulates municipal procurement document fees; neutral regarding statutory development fund percentages.,Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
GT-290,Block_5,6,Public Finance & General Appropriations,Tier 1: Surface & Quantitative,Republic Act No. 10121 (Philippine Disaster Risk Reduction and Management Act of 2010),Section 21,"Section 21. Local Disaster Risk Reduction and Management Fund (LDRRMF). — Not less than five percent (5%) of the estimated revenue from regular sources shall be set aside as the LDRRMF to support disaster risk management activities. Of the amount appropriated for LDRRMF, thirty percent (30%) shall be allocated as Quick Response Fund (QRF) or stand-by fund for relief and recovery programs in order that living conditions in communities stricken by disasters may be normalized as quickly as possible. Unexpended LDRRMF shall accrue to a special trust fund solely for the purpose of supporting disaster risk reduction activities within the next five (5) years.","City Ordinance No. 0191-17, Series of 2017 (The Davao City Evacuation Center Standby Diesel Generator Fuel Tank Safety Standard)",Section 4,"SECTION 4. RELIEF WAREHOUSE PALLET STACKING. — Pursuant to the local fiscal autonomy provisions of Republic Act No. 7160 and in accordance with national public expenditure standards, sacks of National Food Authority relief rice stored in calamity response warehouses shall not be stacked higher than ten (10) tiers upon wooden pallets. The City Budget Office and the City Treasurer's Office shall verify budgetary appropriations and submit compliance certifications to the Sangguniang Panlungsod.","City Ordinance No. 0191-17, Series of 2017 (The Davao City Evacuation Center Standby Diesel Generator Fuel Tank Safety Standard)",Actual Davao City Ordinance Adaptation,Davao City Relief Goods Rice Warehouse Pallet Stacking Standard,Neutral,Regulates warehouse physical cargo stacking safety; neutral regarding statutory disaster fund percentage allocations.,Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
GT-291,Block_5,6,Public Finance & General Appropriations,Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 287,Section 287. Local Development Projects. — Each local government unit shall appropriate in its annual budget no less than twenty percent (20%) of its annual internal revenue allotment for local development projects. Copies of each local development plan shall be furnished the Department of the Interior and Local Government (DILG).,"City Ordinance No. 0265-19, Series of 2019 (The Davao City Municipal Treasury Vault Security Keypad Access Specification Standard)",Section 3,"SECTION 3. BID DOCUMENT PRICING. — In the exercise of the corporate and financial management powers of the City Government of Davao over public revenue allocations, prospective bidders for municipal supply contracts shall pay a non-refundable reproduction fee of One Thousand Pesos (PHP 1,000.00) for standard bidding tender dossiers. The City Planning and Development Office (CPDO) shall align capital outlay disbursements with the approved Annual Investment Plan.","City Ordinance No. 0265-19, Series of 2019 (The Davao City Municipal Treasury Vault Security Keypad Access Specification Standard)",Actual Davao City Ordinance Adaptation,Davao City Public Procurement Bid Document Reproduction Fee Schedule [District 3 (Toril/Calinan/Marilog) - Agricultural Buffer & Upland Watershed],Neutral,Regulates municipal procurement document fees; neutral regarding statutory development fund percentages.,Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
GT-292,Block_5,6,Public Finance & General Appropriations,Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 287,Section 287. Local Development Projects. — Each local government unit shall appropriate in its annual budget no less than twenty percent (20%) of its annual internal revenue allotment for local development projects. Copies of each local development plan shall be furnished the Department of the Interior and Local Government (DILG).,"Proposed City Ordinance No. 2024-085, Series of 2024 (The Davao City Capital Investment Sinking Fund and Municipal Personnel Allocation Measure)",Section 8,"SECTION 8. RE-ALIGNMENT OF DEVELOPMENT FUNDS TO ADMINISTRATIVE OVERHEAD. — In the exercise of the corporate and financial management powers of the City Government of Davao over public revenue allocations, the City Budget Officer is authorized to re-align thirty percent of the statutory Local Development Fund to pay for municipal administrative personnel overtime allowances and official foreign travel expenses. The City Planning and Development Office (CPDO) shall align capital outlay disbursements with the approved Annual Investment Plan.","Proposed City Ordinance No. 2024-085, Series of 2024 (The Davao City Capital Investment Sinking Fund and Municipal Personnel Allocation Measure)",Synthetically Proposed Municipal Draft Clause,Draft Ordinance Diverting Local Development Funds to Executive Travel,Contradiction,"Direct breach of statutory fund restrictions. Local development funds are strictly dedicated by national statute to social, economic, and infrastructure development, prohibiting expenditure on routine administrative salaries and travel.",Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
GT-293,Block_5,6,Public Finance & General Appropriations,Tier 2: Preemption & Carve-Outs,Republic Act No. 10121 (Philippine Disaster Risk Reduction and Management Act of 2010),Section 21,"Section 21. Local Disaster Risk Reduction and Management Fund (LDRRMF). — Not less than five percent (5%) of the estimated revenue from regular sources shall be set aside as the LDRRMF to support disaster risk management activities. Of the amount appropriated for LDRRMF, thirty percent (30%) shall be allocated as Quick Response Fund (QRF) or stand-by fund for relief and recovery programs in order that living conditions in communities stricken by disasters may be normalized as quickly as possible. Unexpended LDRRMF shall accrue to a special trust fund solely for the purpose of supporting disaster risk reduction activities within the next five (5) years.","Proposed City Ordinance No. 2024-102, Series of 2024 (The Davao City Special Disaster Surplus Reversion and Multi-Year Infrastructure Measure)",Section 7,"SECTION 7. RE-ALIGNMENT OF QUICK RESPONSE CALAMITY RESERVES. — Pursuant to the local fiscal autonomy provisions of Republic Act No. 7160 and in accordance with national public expenditure standards, the City Council is authorized to transfer sixty percent of the Quick Response Fund (QRF) standby reserve to finance municipal tourism advertising and promotional campaigns. The City Budget Office and the City Treasurer's Office shall verify budgetary appropriations and submit compliance certifications to the Sangguniang Panlungsod.","Proposed City Ordinance No. 2024-102, Series of 2024 (The Davao City Special Disaster Surplus Reversion and Multi-Year Infrastructure Measure)",Synthetically Proposed Municipal Draft Clause,Draft Ordinance Diverting Quick Response Calamity Reserves to Public Relations,Contradiction,"Direct statutory violation of fund earmarking. Section 21 of RA 10121 strictly mandates that thirty percent (30%) of the LDRRMF shall be allocated as Quick Response Fund for relief and recovery programs, prohibiting diversion to municipal public relations.",Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
GT-294,Block_5,6,Public Finance & General Appropriations,Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 287,Section 287. Local Development Projects. — Each local government unit shall appropriate in its annual budget no less than twenty percent (20%) of its annual internal revenue allotment for local development projects. Copies of each local development plan shall be furnished the Department of the Interior and Local Government (DILG).,"Proposed City Ordinance No. 2024-085, Series of 2024 (The Davao City Capital Investment Sinking Fund and Municipal Personnel Allocation Measure)",Section 8,"SECTION 8. RE-ALIGNMENT OF DEVELOPMENT FUNDS TO ADMINISTRATIVE OVERHEAD. — In the exercise of the corporate and financial management powers of the City Government of Davao over public revenue allocations, the City Budget Officer is authorized to re-align thirty percent of the statutory Local Development Fund to pay for municipal administrative personnel overtime allowances and official foreign travel expenses. The City Planning and Development Office (CPDO) shall align capital outlay disbursements with the approved Annual Investment Plan.","Proposed City Ordinance No. 2024-085, Series of 2024 (The Davao City Capital Investment Sinking Fund and Municipal Personnel Allocation Measure)",Synthetically Proposed Municipal Draft Clause,Draft Ordinance Diverting Local Development Funds to Executive Travel [District 3 (Toril/Calinan/Marilog) - Agricultural Buffer & Upland Watershed],Contradiction,"Direct breach of statutory fund restrictions. Local development funds are strictly dedicated by national statute to social, economic, and infrastructure development, prohibiting expenditure on routine administrative salaries and travel.",Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
GT-295,Block_5,6,Public Finance & General Appropriations,Tier 2: Preemption & Carve-Outs,Republic Act No. 10121 (Philippine Disaster Risk Reduction and Management Act of 2010),Section 21,"Section 21. Local Disaster Risk Reduction and Management Fund (LDRRMF). — Not less than five percent (5%) of the estimated revenue from regular sources shall be set aside as the LDRRMF to support disaster risk management activities. Of the amount appropriated for LDRRMF, thirty percent (30%) shall be allocated as Quick Response Fund (QRF) or stand-by fund for relief and recovery programs in order that living conditions in communities stricken by disasters may be normalized as quickly as possible. Unexpended LDRRMF shall accrue to a special trust fund solely for the purpose of supporting disaster risk reduction activities within the next five (5) years.","Proposed City Ordinance No. 2024-102, Series of 2024 (The Davao City Special Disaster Surplus Reversion and Multi-Year Infrastructure Measure)",Section 7,"SECTION 7. RE-ALIGNMENT OF QUICK RESPONSE CALAMITY RESERVES. — Pursuant to the local fiscal autonomy provisions of Republic Act No. 7160 and in accordance with national public expenditure standards, the City Council is authorized to transfer sixty percent of the Quick Response Fund (QRF) standby reserve to finance municipal tourism advertising and promotional campaigns. The City Budget Office and the City Treasurer's Office shall verify budgetary appropriations and submit compliance certifications to the Sangguniang Panlungsod.","Proposed City Ordinance No. 2024-102, Series of 2024 (The Davao City Special Disaster Surplus Reversion and Multi-Year Infrastructure Measure)",Synthetically Proposed Municipal Draft Clause,Draft Ordinance Diverting Quick Response Calamity Reserves to Public Relations [District 1 (Poblacion/Talomo) - Coastal Maritime Zone],Contradiction,"Direct statutory violation of fund earmarking. Section 21 of RA 10121 strictly mandates that thirty percent (30%) of the LDRRMF shall be allocated as Quick Response Fund for relief and recovery programs, prohibiting diversion to municipal public relations.",Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
GT-296,Block_5,6,Public Finance & General Appropriations,Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 287,Section 287. Local Development Projects. — Each local government unit shall appropriate in its annual budget no less than twenty percent (20%) of its annual internal revenue allotment for local development projects. Copies of each local development plan shall be furnished the Department of the Interior and Local Government (DILG).,"City Ordinance No. 0540-20, Series of 2020 (The Davao City 20% Local Development Fund Statutory Allocation and Expenditure Code)",Section 6,"SECTION 6. ELIGIBILITY OF INFRASTRUCTURE PROJECTS. — In the exercise of the corporate and financial management powers of the City Government of Davao over public revenue allocations, programs financed by the Local Development Fund shall adhere strictly to Joint Memorandum Circulars issued by DILG and DBM, funding capital public works and communal water systems. The City Planning and Development Office (CPDO) shall align capital outlay disbursements with the approved Annual Investment Plan.","City Ordinance No. 0540-20, Series of 2020 (The Davao City 20% Local Development Fund Statutory Allocation and Expenditure Code)",Actual Davao City Local Issuance Adaptation,Davao City Development Investment Program Guidelines,Entailment,Compliant local investment programming executing national administrative guidelines under Section 287.,Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
GT-297,Block_5,6,Public Finance & General Appropriations,Tier 2: Preemption & Carve-Outs,Republic Act No. 10121 (Philippine Disaster Risk Reduction and Management Act of 2010),Section 21,"Section 21. Local Disaster Risk Reduction and Management Fund (LDRRMF). — Not less than five percent (5%) of the estimated revenue from regular sources shall be set aside as the LDRRMF to support disaster risk management activities. Of the amount appropriated for LDRRMF, thirty percent (30%) shall be allocated as Quick Response Fund (QRF) or stand-by fund for relief and recovery programs in order that living conditions in communities stricken by disasters may be normalized as quickly as possible. Unexpended LDRRMF shall accrue to a special trust fund solely for the purpose of supporting disaster risk reduction activities within the next five (5) years.","City Ordinance No. 0418-19, Series of 2019 (The Comprehensive Davao City Disaster Risk Reduction and Management Fund Allocation Code)",Section 6,"SECTION 6. FIVE-YEAR DISASTER SPECIAL TRUST FUND. — Pursuant to the local fiscal autonomy provisions of Republic Act No. 7160 and in accordance with national public expenditure standards, unexpended balances of the LDRRMF shall accrue to a special trust fund solely for disaster risk reduction activities for five (5) years, in full compliance with RA 10121. The City Budget Office and the City Treasurer's Office shall verify budgetary appropriations and submit compliance certifications to the Sangguniang Panlungsod.","City Ordinance No. 0418-19, Series of 2019 (The Comprehensive Davao City Disaster Risk Reduction and Management Fund Allocation Code)",Actual Davao City Local Issuance Adaptation,Davao City Calamity Trust Fund Management Protocol,Entailment,Compliant local execution of statutory five-year special trust fund retention rules.,Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
GT-298,Block_5,6,Public Finance & General Appropriations,Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 287,Section 287. Local Development Projects. — Each local government unit shall appropriate in its annual budget no less than twenty percent (20%) of its annual internal revenue allotment for local development projects. Copies of each local development plan shall be furnished the Department of the Interior and Local Government (DILG).,"City Ordinance No. 0540-20, Series of 2020 (The Davao City 20% Local Development Fund Statutory Allocation and Expenditure Code)",Section 6,"SECTION 6. ELIGIBILITY OF INFRASTRUCTURE PROJECTS. — In the exercise of the corporate and financial management powers of the City Government of Davao over public revenue allocations, programs financed by the Local Development Fund shall adhere strictly to Joint Memorandum Circulars issued by DILG and DBM, funding capital public works and communal water systems. The City Planning and Development Office (CPDO) shall align capital outlay disbursements with the approved Annual Investment Plan.","City Ordinance No. 0540-20, Series of 2020 (The Davao City 20% Local Development Fund Statutory Allocation and Expenditure Code)",Actual Davao City Local Issuance Adaptation,Davao City Development Investment Program Guidelines [District 3 (Toril/Calinan/Marilog) - Agricultural Buffer & Upland Watershed],Entailment,Compliant local investment programming executing national administrative guidelines under Section 287.,Panel_E,"SP-ANN-13, SP-ANN-14, SP-ANN-15"
