Pair_ID,Macro_Domain,Difficulty_Tier,National_Statute_Title,Exact_Section_Citation,National_Statutory_Text,Local_Ordinance_Title,Local_Section_Citation,Local_Ordinance_Hypothesis_Text,Local_Legislative_Provenance,Annotator_Decision (Select: Entailment | Contradiction | Neutral),Annotator_Confidence (1-5),Annotator_Notes_Rationale
GT-185,Public Utilities & Telecom Franchises,Tier 3: Latent & Paraphrastic,Republic Act No. 4136 (Land Transportation and Traffic Code),Section 35,"Section 35. Restriction as to speed. — (a) Any person driving a motor vehicle on a highway shall drive the same at a careful and prudent speed, not greater nor less than is reasonable and proper. (b) Subject to the provisions of the preceding paragraph, the rate of speed of any motor vehicle shall not exceed the following: on open country roads with no blind corners, eighty (80) km. per hour for passenger cars and motorcycles, and fifty (50) km. per hour for motor trucks and buses; on through streets or boulevards, forty (40) km. per hour; on city and municipal streets with light traffic, thirty (30) km. per hour; and through crowded streets, twenty (20) km. per hour. (c) The rates of speed herein prescribed shall not apply to emergency medical vehicles, fire department vehicles, or law enforcement officers pursuing traffic violators.","City Ordinance No. 0812-23, Series of 2023 (The Comprehensive Davao City Arterial Road Speed Limits and Traffic Safety Code)",Section 6,"SECTION 6. CORRIDOR SPEED CALIBRATION. — Pursuant to the police power of the Sangguniang Panlungsod to optimize urban transit flow and protect public safety along municipal roadways, the City Transport and Traffic Management Office shall position digital velocity detection monitors along major thoroughfares to deter dangerous rapid transit and enforce statutory vehicular speed ceilings. The City Transport and Traffic Management Office, in coordination with local traffic enforcers, shall oversee field operations and issue administrative citation notices.","City Ordinance No. 0812-23, Series of 2023 (The Comprehensive Davao City Arterial Road Speed Limits and Traffic Safety Code)",,,
GT-186,Public Utilities & Telecom Franchises,Tier 3: Latent & Paraphrastic,Republic Act No. 7925 (Public Telecommunications Policy Act of 1995),Section 4,"Section 4. Declaration of National Policy. — Telecommunications is essential to the economic development, integrity and security of the Philippines, and as such shall be developed and administered as to safeguard, enrich and strengthen the economic, cultural, social and political fabric of the Philippines. A fundamental objective of government is to develop and maintain a viable, efficient, reliable and universally accessible telecommunications infrastructure. The expansion of telecommunications services shall be undertaken primarily by the private sector, and the entry and operation of telecommunications public utilities shall be regulated and supervised by the National Telecommunications Commission (NTC) as an independent administrative body pursuant to national policy.","City Ordinance No. 0614-20, Series of 2020 (The Davao City Telecommunications Infrastructure and Digital Right-of-Way Coordination Code)",Section 7,"SECTION 7. EXPEDITED NETWORK INFRASTRUCTURE CLEARANCE. — Pursuant to the police power of the Sangguniang Panlungsod to optimize urban transit flow and protect public safety along municipal roadways, municipal zoning administrators shall expedite local building clearances for cellular transmission facilities to promote broadband connectivity for underserved rural communities in harmony with national telecommunications development goals. The City Transport and Traffic Management Office, in coordination with local traffic enforcers, shall oversee field operations and issue administrative citation notices.","City Ordinance No. 0614-20, Series of 2020 (The Davao City Telecommunications Infrastructure and Digital Right-of-Way Coordination Code)",,,
GT-187,Public Utilities & Telecom Franchises,Tier 3: Latent & Paraphrastic,Republic Act No. 4136 (Land Transportation and Traffic Code),Section 35,"Section 35. Restriction as to speed. — (a) Any person driving a motor vehicle on a highway shall drive the same at a careful and prudent speed, not greater nor less than is reasonable and proper. (b) Subject to the provisions of the preceding paragraph, the rate of speed of any motor vehicle shall not exceed the following: on open country roads with no blind corners, eighty (80) km. per hour for passenger cars and motorcycles, and fifty (50) km. per hour for motor trucks and buses; on through streets or boulevards, forty (40) km. per hour; on city and municipal streets with light traffic, thirty (30) km. per hour; and through crowded streets, twenty (20) km. per hour. (c) The rates of speed herein prescribed shall not apply to emergency medical vehicles, fire department vehicles, or law enforcement officers pursuing traffic violators.","City Ordinance No. 0362-19, Series of 2019 (The Davao City Highway Center Island Landscaping and Horticultural Maintenance Standard)",Section 4,"SECTION 4. MEDIAN HEDGE PRUNING. — Pursuant to the police power of the Sangguniang Panlungsod to optimize urban transit flow and protect public safety along municipal roadways, flowering shrubs planted along central roadway medians shall be trimmed regularly by municipal arborists to prevent visual obstruction of oncoming vehicular headlights. The City Transport and Traffic Management Office, in coordination with local traffic enforcers, shall oversee field operations and issue administrative citation notices.","City Ordinance No. 0362-19, Series of 2019 (The Davao City Highway Center Island Landscaping and Horticultural Maintenance Standard)",,,
GT-188,Public Utilities & Telecom Franchises,Tier 3: Latent & Paraphrastic,Republic Act No. 7925 (Public Telecommunications Policy Act of 1995),Section 4,"Section 4. Declaration of National Policy. — Telecommunications is essential to the economic development, integrity and security of the Philippines, and as such shall be developed and administered as to safeguard, enrich and strengthen the economic, cultural, social and political fabric of the Philippines. A fundamental objective of government is to develop and maintain a viable, efficient, reliable and universally accessible telecommunications infrastructure. The expansion of telecommunications services shall be undertaken primarily by the private sector, and the entry and operation of telecommunications public utilities shall be regulated and supervised by the National Telecommunications Commission (NTC) as an independent administrative body pursuant to national policy.","City Ordinance No. 0271-18, Series of 2018 (The Davao City Municipal Sound Amplification and Acoustic Speaker Placement Standard)",Section 4,"SECTION 4. AUDIO EQUIPMENT CABLE MAINTENANCE. — Pursuant to the police power of the Sangguniang Panlungsod to optimize urban transit flow and protect public safety along municipal roadways, sound technicians operating audio amplification consoles in public auditoriums shall coil microphone cables loosely around wooden storage spools to prevent internal copper wire fractures. The City Transport and Traffic Management Office, in coordination with local traffic enforcers, shall oversee field operations and issue administrative citation notices.","City Ordinance No. 0271-18, Series of 2018 (The Davao City Municipal Sound Amplification and Acoustic Speaker Placement Standard)",,,
GT-189,Public Utilities & Telecom Franchises,Tier 3: Latent & Paraphrastic,Republic Act No. 9136 (Electric Power Industry Reform Act of 2001),Section 43(u),"Section 43(u). Functions of the Energy Regulatory Commission (ERC). — The ERC shall have the original and exclusive jurisdiction over all cases contesting rates, fees, fines and penalties imposed in the exercise of its powers, functions and responsibilities, and over all cases involving disputes between and among participants or players in the energy sector. All actions shall be within the exclusive jurisdiction of the Commission, and local government units shall not modify, alter, or superimpose additional local retail tariff rates upon distribution utilities licensed by the Commission.","City Ordinance No. 0195-17, Series of 2017 (The Davao City Municipal Motor Pool Workshop Electrical Panel Wiring Standard)",Section 5,"SECTION 5. CIRCUIT BREAKER LABELLING. — Pursuant to the police power of the Sangguniang Panlungsod to optimize urban transit flow and protect public safety along municipal roadways, electrical distribution panels installed within city government repair depots shall display permanent thermal-printed labels identifying each connected workshop machine. The City Transport and Traffic Management Office, in coordination with local traffic enforcers, shall oversee field operations and issue administrative citation notices.","City Ordinance No. 0195-17, Series of 2017 (The Davao City Municipal Motor Pool Workshop Electrical Panel Wiring Standard)",,,
GT-190,Public Utilities & Telecom Franchises,Tier 3: Latent & Paraphrastic,Republic Act No. 4136 (Land Transportation and Traffic Code),Section 35,"Section 35. Restriction as to speed. — (a) Any person driving a motor vehicle on a highway shall drive the same at a careful and prudent speed, not greater nor less than is reasonable and proper. (b) Subject to the provisions of the preceding paragraph, the rate of speed of any motor vehicle shall not exceed the following: on open country roads with no blind corners, eighty (80) km. per hour for passenger cars and motorcycles, and fifty (50) km. per hour for motor trucks and buses; on through streets or boulevards, forty (40) km. per hour; on city and municipal streets with light traffic, thirty (30) km. per hour; and through crowded streets, twenty (20) km. per hour. (c) The rates of speed herein prescribed shall not apply to emergency medical vehicles, fire department vehicles, or law enforcement officers pursuing traffic violators.","City Ordinance No. 0362-19, Series of 2019 (The Davao City Highway Center Island Landscaping and Horticultural Maintenance Standard)",Section 4,"SECTION 4. MEDIAN HEDGE PRUNING. — Pursuant to the police power of the Sangguniang Panlungsod to optimize urban transit flow and protect public safety along municipal roadways, flowering shrubs planted along central roadway medians shall be trimmed regularly by municipal arborists to prevent visual obstruction of oncoming vehicular headlights. The City Transport and Traffic Management Office, in coordination with local traffic enforcers, shall oversee field operations and issue administrative citation notices.","City Ordinance No. 0362-19, Series of 2019 (The Davao City Highway Center Island Landscaping and Horticultural Maintenance Standard)",,,
GT-191,"Public Health, Hospitals & Medical Services",Tier 1: Surface & Quantitative,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","Proposed City Ordinance No. 2024-067, Series of 2024 (The Davao City Advanced Specialized Trauma Referral and Clinical Residency Surcharge Measure)",Section 4,"SECTION 4. EMERGENCY ADMISSION CASH DEPOSITS. — To protect public health, promote clinical safety standards, and safeguard patient welfare across all medical facilities in Davao City, city-operated public health facilities and hospital emergency rooms in Davao City are authorized to demand an advance cash deposit of Five Thousand Pesos (PHP 5,000.00) before admitting indigent patients for emergency medical stabilization. Non-compliance with the health and sanitation directives established herein shall warrant the immediate revocation of the establishment's sanitary permit.","Proposed City Ordinance No. 2024-067, Series of 2024 (The Davao City Advanced Specialized Trauma Referral and Clinical Residency Surcharge Measure)",,,
GT-192,"Public Health, Hospitals & Medical Services",Tier 1: Surface & Quantitative,Republic Act No. 11332 (Mandatory Reporting of Notifiable Diseases and Health Events of Public Health Concern Act),Section 9,"Section 9. Prohibited Acts. — The following shall be prohibited under this Act: (a) Unauthorized disclosure of private and confidential information pertaining to a patient's medical condition or treatment; (b) Non-cooperation of persons and entities that should report and/or respond to notifiable diseases or health events of public health concern; and (c) Non-cooperation of the person or firms categorized as having the notifiable disease, or affected by the health event of public concern.","Proposed City Ordinance No. 2024-088, Series of 2024 (The Davao City Community Cluster Quarantine and Neighborhood Epidemiological Tracking Measure)",Section 5,"SECTION 5. PUBLIC DISCLOSURE OF COMMUNICABLE DISEASE PATIENTS. — To protect public health, promote clinical safety standards, and safeguard patient welfare across all medical facilities in Davao City, and to alert neighborhood residents during epidemic outbreaks, the City Health Office is authorized to publish the full names, residential addresses, and specific medical diagnoses of individuals infected with notifiable diseases on official barangay bulletin boards. Non-compliance with the health and sanitation directives established herein shall warrant the immediate revocation of the establishment's sanitary permit.","Proposed City Ordinance No. 2024-088, Series of 2024 (The Davao City Community Cluster Quarantine and Neighborhood Epidemiological Tracking Measure)",,,
GT-193,"Public Health, Hospitals & Medical Services",Tier 1: Surface & Quantitative,Republic Act No. 9211 (Tobacco Regulation Act of 2003),Section 5,"Section 5. Smoking in Public Places. — Smoking shall be absolutely prohibited in the following public places: (a) Centers of youth activity such as playschools, elementary schools, high schools, colleges and universities, youth hostels and recreational facilities for persons under eighteen (18) years old; (b) Elevators and stairwells; (c) Locations in which fire hazards are present, including gas stations and storage areas for flammable materials; (d) Within the buildings and premises of public and private hospitals, medical, dental, and optical clinics, health centers, nursing homes, dispensaries and laboratories; and (e) Public conveyances and public facilities.","Proposed City Ordinance No. 2024-049, Series of 2024 (The Davao City Open-Air Waterfront Hospitality and Controlled Smoking Patio Measure)",Section 6,"SECTION 6. INDOOR SMOKING IN ENTERTAINMENT ESTABLISHMENTS. — In the exercise of municipal police power to preserve public hygiene and prevent the transmission of communicable illnesses, licensed bars, karaoke lounges, and nightlife establishments operating within Davao City are permitted to allow indoor tobacco smoking inside customer seating lounges occupying up to fifty percent (50%) of their total enclosed floor space. The Davao City Anti-Smoking Task Force, in coordination with the Davao City Police Office, shall conduct random inspections of regulated public spaces.","Proposed City Ordinance No. 2024-049, Series of 2024 (The Davao City Open-Air Waterfront Hospitality and Controlled Smoking Patio Measure)",,,
GT-194,"Public Health, Hospitals & Medical Services",Tier 1: Surface & Quantitative,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","Proposed City Ordinance No. 2024-067, Series of 2024 (The Davao City Advanced Specialized Trauma Referral and Clinical Residency Surcharge Measure)",Section 4,"SECTION 4. EMERGENCY ADMISSION CASH DEPOSITS. — To protect public health, promote clinical safety standards, and safeguard patient welfare across all medical facilities in Davao City, city-operated public health facilities and hospital emergency rooms in Davao City are authorized to demand an advance cash deposit of Five Thousand Pesos (PHP 5,000.00) before admitting indigent patients for emergency medical stabilization. Non-compliance with the health and sanitation directives established herein shall warrant the immediate revocation of the establishment's sanitary permit.","Proposed City Ordinance No. 2024-067, Series of 2024 (The Davao City Advanced Specialized Trauma Referral and Clinical Residency Surcharge Measure)",,,
GT-195,"Public Health, Hospitals & Medical Services",Tier 1: Surface & Quantitative,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","City Ordinance No. 0502-21, Series of 2021 (The Davao City Universal Primary Health Care Network and Clinical Integration Code)",Section 3,"SECTION 3. COMPREHENSIVE ACCESS TO PRIMARY MEDICAL CARE. — To protect public health, promote clinical safety standards, and safeguard patient welfare across all medical facilities in Davao City, in compliance with Section 6 of Republic Act No. 11223, the City Health Office shall ensure that all residents of Davao City enjoy immediate access to essential primary and preventive health care services through district health centers. Non-compliance with the health and sanitation directives established herein shall warrant the immediate revocation of the establishment's sanitary permit.","City Ordinance No. 0502-21, Series of 2021 (The Davao City Universal Primary Health Care Network and Clinical Integration Code)",,,
GT-196,"Public Health, Hospitals & Medical Services",Tier 1: Surface & Quantitative,Republic Act No. 11332 (Mandatory Reporting of Notifiable Diseases and Health Events of Public Health Concern Act),Section 9,"Section 9. Prohibited Acts. — The following shall be prohibited under this Act: (a) Unauthorized disclosure of private and confidential information pertaining to a patient's medical condition or treatment; (b) Non-cooperation of persons and entities that should report and/or respond to notifiable diseases or health events of public health concern; and (c) Non-cooperation of the person or firms categorized as having the notifiable disease, or affected by the health event of public concern.","City Ordinance No. 0715-20, Series of 2020 (The Davao City Epidemiological Disease Surveillance and Health Data Confidentiality Code)",Section 3,"SECTION 3. STATUTORY REPORTING OF NOTIFIABLE DISEASES. — In the exercise of municipal police power to preserve public hygiene and prevent the transmission of communicable illnesses, pursuant to Section 9 of Republic Act No. 11332, all public and private medical facilities in Davao City shall transmit epidemiological reports of notifiable diseases to the Department of Health while strictly maintaining patient confidentiality. The Davao City Anti-Smoking Task Force, in coordination with the Davao City Police Office, shall conduct random inspections of regulated public spaces.","City Ordinance No. 0715-20, Series of 2020 (The Davao City Epidemiological Disease Surveillance and Health Data Confidentiality Code)",,,
GT-197,"Public Health, Hospitals & Medical Services",Tier 1: Surface & Quantitative,Republic Act No. 9211 (Tobacco Regulation Act of 2003),Section 5,"Section 5. Smoking in Public Places. — Smoking shall be absolutely prohibited in the following public places: (a) Centers of youth activity such as playschools, elementary schools, high schools, colleges and universities, youth hostels and recreational facilities for persons under eighteen (18) years old; (b) Elevators and stairwells; (c) Locations in which fire hazards are present, including gas stations and storage areas for flammable materials; (d) Within the buildings and premises of public and private hospitals, medical, dental, and optical clinics, health centers, nursing homes, dispensaries and laboratories; and (e) Public conveyances and public facilities.","City Ordinance No. 0367-18, Series of 2018 (The Comprehensive Davao City Smoke-Free Public Environments and Tobacco Regulation Code)",Section 4,"SECTION 4. ABSOLUTE PROHIBITION OF PUBLIC SMOKING. — In the exercise of municipal police power to preserve public hygiene and prevent the transmission of communicable illnesses, in strict observance of Section 5 of Republic Act No. 9211, smoking and vaping are absolutely prohibited in all public conveyances, government offices, schools, medical facilities, and enclosed public spaces throughout Davao City. The Davao City Anti-Smoking Task Force, in coordination with the Davao City Police Office, shall conduct random inspections of regulated public spaces.","City Ordinance No. 0367-18, Series of 2018 (The Comprehensive Davao City Smoke-Free Public Environments and Tobacco Regulation Code)",,,
GT-198,"Public Health, Hospitals & Medical Services",Tier 1: Surface & Quantitative,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","City Ordinance No. 0502-21, Series of 2021 (The Davao City Universal Primary Health Care Network and Clinical Integration Code)",Section 3,"SECTION 3. COMPREHENSIVE ACCESS TO PRIMARY MEDICAL CARE. — To protect public health, promote clinical safety standards, and safeguard patient welfare across all medical facilities in Davao City, in compliance with Section 6 of Republic Act No. 11223, the City Health Office shall ensure that all residents of Davao City enjoy immediate access to essential primary and preventive health care services through district health centers. Non-compliance with the health and sanitation directives established herein shall warrant the immediate revocation of the establishment's sanitary permit.","City Ordinance No. 0502-21, Series of 2021 (The Davao City Universal Primary Health Care Network and Clinical Integration Code)",,,
GT-199,"Public Health, Hospitals & Medical Services",Tier 1: Surface & Quantitative,Republic Act No. 11332 (Mandatory Reporting of Notifiable Diseases and Health Events of Public Health Concern Act),Section 9,"Section 9. Prohibited Acts. — The following shall be prohibited under this Act: (a) Unauthorized disclosure of private and confidential information pertaining to a patient's medical condition or treatment; (b) Non-cooperation of persons and entities that should report and/or respond to notifiable diseases or health events of public health concern; and (c) Non-cooperation of the person or firms categorized as having the notifiable disease, or affected by the health event of public concern.","City Ordinance No. 0715-20, Series of 2020 (The Davao City Epidemiological Disease Surveillance and Health Data Confidentiality Code)",Section 3,"SECTION 3. STATUTORY REPORTING OF NOTIFIABLE DISEASES. — In the exercise of municipal police power to preserve public hygiene and prevent the transmission of communicable illnesses, pursuant to Section 9 of Republic Act No. 11332, all public and private medical facilities in Davao City shall transmit epidemiological reports of notifiable diseases to the Department of Health while strictly maintaining patient confidentiality. The Davao City Anti-Smoking Task Force, in coordination with the Davao City Police Office, shall conduct random inspections of regulated public spaces.","City Ordinance No. 0715-20, Series of 2020 (The Davao City Epidemiological Disease Surveillance and Health Data Confidentiality Code)",,,
GT-200,"Public Health, Hospitals & Medical Services",Tier 1: Surface & Quantitative,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","City Ordinance No. 0325-18, Series of 2018 (The Davao City Public Health Center Dental Equipment Autoclave Sterilization Standard)",Section 3,"SECTION 3. MERCURY THERMOMETER PROHIBITION. — In the exercise of municipal police power to preserve public hygiene and prevent the transmission of communicable illnesses, public and private clinical laboratories operating within Davao City shall replace all mercury-containing glass thermometers with certified digital sensor thermometers within ninety (90) calendar days. The Davao City Anti-Smoking Task Force, in coordination with the Davao City Police Office, shall conduct random inspections of regulated public spaces.","City Ordinance No. 0325-18, Series of 2018 (The Davao City Public Health Center Dental Equipment Autoclave Sterilization Standard)",,,
GT-201,"Public Health, Hospitals & Medical Services",Tier 1: Surface & Quantitative,Republic Act No. 11332 (Mandatory Reporting of Notifiable Diseases and Health Events of Public Health Concern Act),Section 9,"Section 9. Prohibited Acts. — The following shall be prohibited under this Act: (a) Unauthorized disclosure of private and confidential information pertaining to a patient's medical condition or treatment; (b) Non-cooperation of persons and entities that should report and/or respond to notifiable diseases or health events of public health concern; and (c) Non-cooperation of the person or firms categorized as having the notifiable disease, or affected by the health event of public concern.","City Ordinance No. 0210-17, Series of 2017 (The Davao City Health Center Clinical Furniture Surface Sanitization Standard)",Section 4,"SECTION 4. CLINICAL EXAMINATION GLOVE STANDARDS. — In the exercise of municipal police power to preserve public hygiene and prevent the transmission of communicable illnesses, disposable nitrile examination gloves procured for city health stations shall have a minimum cuff thickness of zero point zero eight (0.08) millimeters. The Davao City Anti-Smoking Task Force, in coordination with the Davao City Police Office, shall conduct random inspections of regulated public spaces.","City Ordinance No. 0210-17, Series of 2017 (The Davao City Health Center Clinical Furniture Surface Sanitization Standard)",,,
GT-202,"Public Health, Hospitals & Medical Services",Tier 1: Surface & Quantitative,Republic Act No. 9211 (Tobacco Regulation Act of 2003),Section 5,"Section 5. Smoking in Public Places. — Smoking shall be absolutely prohibited in the following public places: (a) Centers of youth activity such as playschools, elementary schools, high schools, colleges and universities, youth hostels and recreational facilities for persons under eighteen (18) years old; (b) Elevators and stairwells; (c) Locations in which fire hazards are present, including gas stations and storage areas for flammable materials; (d) Within the buildings and premises of public and private hospitals, medical, dental, and optical clinics, health centers, nursing homes, dispensaries and laboratories; and (e) Public conveyances and public facilities.","City Ordinance No. 0184-16, Series of 2016 (The Davao City Public Park Masonry Walkway Anti-Algae Coating Specification Standard)",Section 4,"SECTION 4. PARK WASTE BIN SPECIFICATIONS. — In the exercise of municipal police power to preserve public hygiene and prevent the transmission of communicable illnesses, waste receptacles installed in public parks shall have a minimum internal volume of fifty (50) liters and display standardized labels for biodegradable and recyclable waste. The Davao City Anti-Smoking Task Force, in coordination with the Davao City Police Office, shall conduct random inspections of regulated public spaces.","City Ordinance No. 0184-16, Series of 2016 (The Davao City Public Park Masonry Walkway Anti-Algae Coating Specification Standard)",,,
GT-203,"Public Health, Hospitals & Medical Services",Tier 1: Surface & Quantitative,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","City Ordinance No. 0325-18, Series of 2018 (The Davao City Public Health Center Dental Equipment Autoclave Sterilization Standard)",Section 3,"SECTION 3. MERCURY THERMOMETER PROHIBITION. — In the exercise of municipal police power to preserve public hygiene and prevent the transmission of communicable illnesses, public and private clinical laboratories operating within Davao City shall replace all mercury-containing glass thermometers with certified digital sensor thermometers within ninety (90) calendar days. The Davao City Anti-Smoking Task Force, in coordination with the Davao City Police Office, shall conduct random inspections of regulated public spaces.","City Ordinance No. 0325-18, Series of 2018 (The Davao City Public Health Center Dental Equipment Autoclave Sterilization Standard)",,,
GT-204,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","Proposed City Ordinance No. 2024-067, Series of 2024 (The Davao City Advanced Specialized Trauma Referral and Clinical Residency Surcharge Measure)",Section 6,"SECTION 6. REAL PROPERTY REQUIREMENT FOR HEALTH ENROLLMENT. — Pursuant to the local health autonomy mandate under Republic Act No. 7160 and in pursuit of the Universal Health Care framework, free primary and emergency healthcare consultations at municipal health centers shall be restricted to residents who present proof of real property ownership within Davao City. The City Health Office (CHO) and the City Epidemiological Surveillance Unit shall deploy health sanitary inspectors to ensure strict protocol enforcement.","Proposed City Ordinance No. 2024-067, Series of 2024 (The Davao City Advanced Specialized Trauma Referral and Clinical Residency Surcharge Measure)",,,
GT-205,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 11332 (Mandatory Reporting of Notifiable Diseases and Health Events of Public Health Concern Act),Section 9,"Section 9. Prohibited Acts. — The following shall be prohibited under this Act: (a) Unauthorized disclosure of private and confidential information pertaining to a patient's medical condition or treatment; (b) Non-cooperation of persons and entities that should report and/or respond to notifiable diseases or health events of public health concern; and (c) Non-cooperation of the person or firms categorized as having the notifiable disease, or affected by the health event of public concern.","Proposed City Ordinance No. 2024-088, Series of 2024 (The Davao City Community Cluster Quarantine and Neighborhood Epidemiological Tracking Measure)",Section 7,"SECTION 7. MANDATORY LOCAL FILTERING OF DISEASE REPORTS. — In the exercise of municipal police power to preserve public hygiene and prevent the transmission of communicable illnesses, private clinical laboratories detecting notifiable pathogens within Davao City shall transmit laboratory reports exclusively to the host barangay council, withholding statutory epidemiological notices from the Department of Health pending local clearance. The Davao City Anti-Smoking Task Force, in coordination with the Davao City Police Office, shall conduct random inspections of regulated public spaces.","Proposed City Ordinance No. 2024-088, Series of 2024 (The Davao City Community Cluster Quarantine and Neighborhood Epidemiological Tracking Measure)",,,
GT-206,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 9211 (Tobacco Regulation Act of 2003),Section 5,"Section 5. Smoking in Public Places. — Smoking shall be absolutely prohibited in the following public places: (a) Centers of youth activity such as playschools, elementary schools, high schools, colleges and universities, youth hostels and recreational facilities for persons under eighteen (18) years old; (b) Elevators and stairwells; (c) Locations in which fire hazards are present, including gas stations and storage areas for flammable materials; (d) Within the buildings and premises of public and private hospitals, medical, dental, and optical clinics, health centers, nursing homes, dispensaries and laboratories; and (e) Public conveyances and public facilities.","Proposed City Ordinance No. 2024-049, Series of 2024 (The Davao City Open-Air Waterfront Hospitality and Controlled Smoking Patio Measure)",Section 4,"SECTION 4. EXEMPTION OF VAPOR PRODUCTS IN WORKPLACES. — In the exercise of municipal police power to preserve public hygiene and prevent the transmission of communicable illnesses, the use of electronic nicotine delivery systems and vaporized tobacco devices is permitted inside enclosed commercial workplaces and municipal government offices. The Davao City Anti-Smoking Task Force, in coordination with the Davao City Police Office, shall conduct random inspections of regulated public spaces.","Proposed City Ordinance No. 2024-049, Series of 2024 (The Davao City Open-Air Waterfront Hospitality and Controlled Smoking Patio Measure)",,,
GT-207,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","Proposed City Ordinance No. 2024-067, Series of 2024 (The Davao City Advanced Specialized Trauma Referral and Clinical Residency Surcharge Measure)",Section 6,"SECTION 6. REAL PROPERTY REQUIREMENT FOR HEALTH ENROLLMENT. — Pursuant to the local health autonomy mandate under Republic Act No. 7160 and in pursuit of the Universal Health Care framework, free primary and emergency healthcare consultations at municipal health centers shall be restricted to residents who present proof of real property ownership within Davao City. The City Health Office (CHO) and the City Epidemiological Surveillance Unit shall deploy health sanitary inspectors to ensure strict protocol enforcement.","Proposed City Ordinance No. 2024-067, Series of 2024 (The Davao City Advanced Specialized Trauma Referral and Clinical Residency Surcharge Measure)",,,
