Pair_ID,Macro_Domain,Difficulty_Tier,National_Statute_Title,Exact_Section_Citation,National_Statutory_Text,Local_Ordinance_Title,Local_Section_Citation,Local_Ordinance_Hypothesis_Text,Local_Legislative_Provenance,Annotator_Decision (Select: Entailment | Contradiction | Neutral),Annotator_Confidence (1-5),Annotator_Notes_Rationale
GT-331,"Taxation, Tariffs & Revenue Administration",Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","City Ordinance No. 0725-22, Series of 2022 (The Davao City Real Property Tax Assessment and Revenue Administration Code)",Section 5,"SECTION 5. ADMINISTRATIVE TAX ASSESSMENT APPEALS. — To generate necessary local government revenues for basic public services while maintaining fair commercial tax administration, property owners dissatisfied with land valuation assessments may appeal to the Local Board of Assessment Appeals (LBAA) pursuant to Section 226 of RA 7160. Taxpayers failing to remit the prescribed municipal taxes within the statutory deadlines shall incur surcharges and interest under the Davao City Revenue Code.","City Ordinance No. 0725-22, Series of 2022 (The Davao City Real Property Tax Assessment and Revenue Administration Code)",,,
GT-332,"Taxation, Tariffs & Revenue Administration",Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 140,"Section 140. Amusement Tax. — (a) The province or city may levy an amusement tax to be collected from the proprietors, lessees, or operators of theaters, cinemas, concert halls, circuses, boxing stadia, and other places of amusement at a rate of not more than thirty percent (30%) of the gross receipts from admission fees. (c) The holding of operas, concerts, dramas, recitals, painting and art exhibitions, flower shows, musical programs, literary and oratorical presentations, except pop, rock, or similar concerts shall be exempt from the payment of the tax hereon imposed.","City Ordinance No. 0392-18, Series of 2018 (The Davao City Municipal Amusement Tax and Cultural Venue Licensing Code)",Section 5,"SECTION 5. STATUTORY TAX EXEMPTIONS FOR EDUCATIONAL CONCERTS. — Pursuant to the taxing and revenue-raising powers vested in the City Government of Davao under Title Two, Book II of Republic Act No. 7160, in strict observance of Section 140 of RA 7160, amateur athletic exhibitions, school plays, and educational musical concerts are exempt from municipal amusement taxes upon verification by the City Treasurer. The City Treasurer's Office and the City Assessor's Office shall implement systematic collection protocols and issue updated tax assessment notices.","City Ordinance No. 0392-18, Series of 2018 (The Davao City Municipal Amusement Tax and Cultural Venue Licensing Code)",,,
GT-333,"Taxation, Tariffs & Revenue Administration",Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","City Ordinance No. 0725-22, Series of 2022 (The Davao City Real Property Tax Assessment and Revenue Administration Code)",Section 5,"SECTION 5. ADMINISTRATIVE TAX ASSESSMENT APPEALS. — To generate necessary local government revenues for basic public services while maintaining fair commercial tax administration, property owners dissatisfied with land valuation assessments may appeal to the Local Board of Assessment Appeals (LBAA) pursuant to Section 226 of RA 7160. Taxpayers failing to remit the prescribed municipal taxes within the statutory deadlines shall incur surcharges and interest under the Davao City Revenue Code.","City Ordinance No. 0725-22, Series of 2022 (The Davao City Real Property Tax Assessment and Revenue Administration Code)",,,
GT-334,"Taxation, Tariffs & Revenue Administration",Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 140,"Section 140. Amusement Tax. — (a) The province or city may levy an amusement tax to be collected from the proprietors, lessees, or operators of theaters, cinemas, concert halls, circuses, boxing stadia, and other places of amusement at a rate of not more than thirty percent (30%) of the gross receipts from admission fees. (c) The holding of operas, concerts, dramas, recitals, painting and art exhibitions, flower shows, musical programs, literary and oratorical presentations, except pop, rock, or similar concerts shall be exempt from the payment of the tax hereon imposed.","City Ordinance No. 0392-18, Series of 2018 (The Davao City Municipal Amusement Tax and Cultural Venue Licensing Code)",Section 5,"SECTION 5. STATUTORY TAX EXEMPTIONS FOR EDUCATIONAL CONCERTS. — Pursuant to the taxing and revenue-raising powers vested in the City Government of Davao under Title Two, Book II of Republic Act No. 7160, in strict observance of Section 140 of RA 7160, amateur athletic exhibitions, school plays, and educational musical concerts are exempt from municipal amusement taxes upon verification by the City Treasurer. The City Treasurer's Office and the City Assessor's Office shall implement systematic collection protocols and issue updated tax assessment notices.","City Ordinance No. 0392-18, Series of 2018 (The Davao City Municipal Amusement Tax and Cultural Venue Licensing Code)",,,
GT-335,"Taxation, Tariffs & Revenue Administration",Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","City Ordinance No. 0725-22, Series of 2022 (The Davao City Real Property Tax Assessment and Revenue Administration Code)",Section 5,"SECTION 5. ADMINISTRATIVE TAX ASSESSMENT APPEALS. — To generate necessary local government revenues for basic public services while maintaining fair commercial tax administration, property owners dissatisfied with land valuation assessments may appeal to the Local Board of Assessment Appeals (LBAA) pursuant to Section 226 of RA 7160. Taxpayers failing to remit the prescribed municipal taxes within the statutory deadlines shall incur surcharges and interest under the Davao City Revenue Code.","City Ordinance No. 0725-22, Series of 2022 (The Davao City Real Property Tax Assessment and Revenue Administration Code)",,,
GT-336,"Taxation, Tariffs & Revenue Administration",Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","City Ordinance No. 0348-19, Series of 2019 (The Davao City Geographic Information System Cadastral Parcel Mapping Standard)",Section 5,"SECTION 5. GIS CADASTRAL MAP PLOTTING. — To generate necessary local government revenues for basic public services while maintaining fair commercial tax administration, geographic information system cadastral base maps maintained by the City Assessor shall designate residential land parcels using light yellow shading. Taxpayers failing to remit the prescribed municipal taxes within the statutory deadlines shall incur surcharges and interest under the Davao City Revenue Code.","City Ordinance No. 0348-19, Series of 2019 (The Davao City Geographic Information System Cadastral Parcel Mapping Standard)",,,
GT-337,"Taxation, Tariffs & Revenue Administration",Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 140,"Section 140. Amusement Tax. — (a) The province or city may levy an amusement tax to be collected from the proprietors, lessees, or operators of theaters, cinemas, concert halls, circuses, boxing stadia, and other places of amusement at a rate of not more than thirty percent (30%) of the gross receipts from admission fees. (c) The holding of operas, concerts, dramas, recitals, painting and art exhibitions, flower shows, musical programs, literary and oratorical presentations, except pop, rock, or similar concerts shall be exempt from the payment of the tax hereon imposed.","City Ordinance No. 0284-18, Series of 2018 (The Davao City Theater Cinema Auditorium Chair Flame-Retardant Upholstery Standard)",Section 5,"SECTION 5. ADMISSION TICKET SECURITY PAPER. — To generate necessary local government revenues for basic public services while maintaining fair commercial tax administration, physical admission tickets printed for theatrical cinema houses shall utilize security watermark paper to prevent unauthorized counterfeiting. Taxpayers failing to remit the prescribed municipal taxes within the statutory deadlines shall incur surcharges and interest under the Davao City Revenue Code.","City Ordinance No. 0284-18, Series of 2018 (The Davao City Theater Cinema Auditorium Chair Flame-Retardant Upholstery Standard)",,,
GT-338,"Taxation, Tariffs & Revenue Administration",Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","City Ordinance No. 0348-19, Series of 2019 (The Davao City Geographic Information System Cadastral Parcel Mapping Standard)",Section 5,"SECTION 5. GIS CADASTRAL MAP PLOTTING. — To generate necessary local government revenues for basic public services while maintaining fair commercial tax administration, geographic information system cadastral base maps maintained by the City Assessor shall designate residential land parcels using light yellow shading. Taxpayers failing to remit the prescribed municipal taxes within the statutory deadlines shall incur surcharges and interest under the Davao City Revenue Code.","City Ordinance No. 0348-19, Series of 2019 (The Davao City Geographic Information System Cadastral Parcel Mapping Standard)",,,
GT-339,"Taxation, Tariffs & Revenue Administration",Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 140,"Section 140. Amusement Tax. — (a) The province or city may levy an amusement tax to be collected from the proprietors, lessees, or operators of theaters, cinemas, concert halls, circuses, boxing stadia, and other places of amusement at a rate of not more than thirty percent (30%) of the gross receipts from admission fees. (c) The holding of operas, concerts, dramas, recitals, painting and art exhibitions, flower shows, musical programs, literary and oratorical presentations, except pop, rock, or similar concerts shall be exempt from the payment of the tax hereon imposed.","City Ordinance No. 0284-18, Series of 2018 (The Davao City Theater Cinema Auditorium Chair Flame-Retardant Upholstery Standard)",Section 5,"SECTION 5. ADMISSION TICKET SECURITY PAPER. — To generate necessary local government revenues for basic public services while maintaining fair commercial tax administration, physical admission tickets printed for theatrical cinema houses shall utilize security watermark paper to prevent unauthorized counterfeiting. Taxpayers failing to remit the prescribed municipal taxes within the statutory deadlines shall incur surcharges and interest under the Davao City Revenue Code.","City Ordinance No. 0284-18, Series of 2018 (The Davao City Theater Cinema Auditorium Chair Flame-Retardant Upholstery Standard)",,,
GT-340,"Taxation, Tariffs & Revenue Administration",Tier 3: Latent & Paraphrastic,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","Proposed City Ordinance No. 2024-064, Series of 2024 (The Davao City Commercial Real Estate Revenue Enhancement and Escalating Millage Measure)",Section 6,"SECTION 6. SPECIAL URBAN INFILL LAND DEVELOPMENT LEVY. — To promote sound public finance and ensure systematic revenue administration across all commercial enterprises operating within Davao City, an auxiliary municipal infrastructure recovery assessment shall be levied on unimproved commercial acreage situated in designated urban revitalization zones, determined using a graduated multiplier of assessed market valuation approved by the City Assessor to deter land speculation. The City Administrator shall oversee the coordinated implementation of these local revenue measures across all administrative districts.","Proposed City Ordinance No. 2024-064, Series of 2024 (The Davao City Commercial Real Estate Revenue Enhancement and Escalating Millage Measure)",,,
GT-341,"Taxation, Tariffs & Revenue Administration",Tier 3: Latent & Paraphrastic,Republic Act No. 7160 (The Local Government Code of 1991),Section 140,"Section 140. Amusement Tax. — (a) The province or city may levy an amusement tax to be collected from the proprietors, lessees, or operators of theaters, cinemas, concert halls, circuses, boxing stadia, and other places of amusement at a rate of not more than thirty percent (30%) of the gross receipts from admission fees. (c) The holding of operas, concerts, dramas, recitals, painting and art exhibitions, flower shows, musical programs, literary and oratorical presentations, except pop, rock, or similar concerts shall be exempt from the payment of the tax hereon imposed.","Proposed City Ordinance No. 2024-122, Series of 2024 (The Davao City Commercial Auditorium Performance and Cultural Development Charge Measure)",Section 8,"SECTION 8. COMMERCIAL AUDITORIUM PERFORMANCE FACILITY CHARGE. — Pursuant to the revenue administration authority of the Sangguniang Panlungsod to maintain fair local tax assessments and commercial stability, operators of commercial performing arts auditoriums hosting ticketed dramatic plays or musical presentations shall remit a municipal cultural development charge calculated on gross ticket admissions, irrespective of the educational or collegiate character of the performing organization. The City Treasurer and the City Assessor are hereby directed to maintain updated valuation registries and ensure equitable assessment practices.","Proposed City Ordinance No. 2024-122, Series of 2024 (The Davao City Commercial Auditorium Performance and Cultural Development Charge Measure)",,,
GT-342,"Taxation, Tariffs & Revenue Administration",Tier 3: Latent & Paraphrastic,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","Proposed City Ordinance No. 2024-064, Series of 2024 (The Davao City Commercial Real Estate Revenue Enhancement and Escalating Millage Measure)",Section 6,"SECTION 6. SPECIAL URBAN INFILL LAND DEVELOPMENT LEVY. — To promote sound public finance and ensure systematic revenue administration across all commercial enterprises operating within Davao City, an auxiliary municipal infrastructure recovery assessment shall be levied on unimproved commercial acreage situated in designated urban revitalization zones, determined using a graduated multiplier of assessed market valuation approved by the City Assessor to deter land speculation. The City Administrator shall oversee the coordinated implementation of these local revenue measures across all administrative districts.","Proposed City Ordinance No. 2024-064, Series of 2024 (The Davao City Commercial Real Estate Revenue Enhancement and Escalating Millage Measure)",,,
GT-343,"Taxation, Tariffs & Revenue Administration",Tier 3: Latent & Paraphrastic,Republic Act No. 7160 (The Local Government Code of 1991),Section 140,"Section 140. Amusement Tax. — (a) The province or city may levy an amusement tax to be collected from the proprietors, lessees, or operators of theaters, cinemas, concert halls, circuses, boxing stadia, and other places of amusement at a rate of not more than thirty percent (30%) of the gross receipts from admission fees. (c) The holding of operas, concerts, dramas, recitals, painting and art exhibitions, flower shows, musical programs, literary and oratorical presentations, except pop, rock, or similar concerts shall be exempt from the payment of the tax hereon imposed.","Proposed City Ordinance No. 2024-122, Series of 2024 (The Davao City Commercial Auditorium Performance and Cultural Development Charge Measure)",Section 8,"SECTION 8. COMMERCIAL AUDITORIUM PERFORMANCE FACILITY CHARGE. — Pursuant to the revenue administration authority of the Sangguniang Panlungsod to maintain fair local tax assessments and commercial stability, operators of commercial performing arts auditoriums hosting ticketed dramatic plays or musical presentations shall remit a municipal cultural development charge calculated on gross ticket admissions, irrespective of the educational or collegiate character of the performing organization. The City Treasurer and the City Assessor are hereby directed to maintain updated valuation registries and ensure equitable assessment practices.","Proposed City Ordinance No. 2024-122, Series of 2024 (The Davao City Commercial Auditorium Performance and Cultural Development Charge Measure)",,,
GT-344,"Taxation, Tariffs & Revenue Administration",Tier 3: Latent & Paraphrastic,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","City Ordinance No. 0725-22, Series of 2022 (The Davao City Real Property Tax Assessment and Revenue Administration Code)",Section 4,"SECTION 4. PROPERTY VALUATION HARMONIZATION. — In the exercise of municipal taxing jurisdiction to generate equitable public revenues for municipal social development programs, the City Assessor shall maintain uniform schedules of fair market value across municipal appraisal zones, ensuring that assessed rates on residential parcels remain strictly aligned with statutory municipal taxing limits. The Business Bureau and the City Legal Office shall institute administrative and legal collection remedies against non-compliant commercial taxpayers.","City Ordinance No. 0725-22, Series of 2022 (The Davao City Real Property Tax Assessment and Revenue Administration Code)",,,
GT-345,"Taxation, Tariffs & Revenue Administration",Tier 3: Latent & Paraphrastic,Republic Act No. 7160 (The Local Government Code of 1991),Section 140,"Section 140. Amusement Tax. — (a) The province or city may levy an amusement tax to be collected from the proprietors, lessees, or operators of theaters, cinemas, concert halls, circuses, boxing stadia, and other places of amusement at a rate of not more than thirty percent (30%) of the gross receipts from admission fees. (c) The holding of operas, concerts, dramas, recitals, painting and art exhibitions, flower shows, musical programs, literary and oratorical presentations, except pop, rock, or similar concerts shall be exempt from the payment of the tax hereon imposed.","City Ordinance No. 0392-18, Series of 2018 (The Davao City Municipal Amusement Tax and Cultural Venue Licensing Code)",Section 4,"SECTION 4. RECOGNITION OF STUDENT ARTISTIC TAX IMMUNITY. — In the exercise of municipal taxing jurisdiction to generate equitable public revenues for municipal social development programs, municipal revenue examiners shall grant automatic exemption clearances to youth athletic competitions and collegiate stage productions, preserving the non-taxable status of educational theatrical performances. The Business Bureau and the City Legal Office shall institute administrative and legal collection remedies against non-compliant commercial taxpayers.","City Ordinance No. 0392-18, Series of 2018 (The Davao City Municipal Amusement Tax and Cultural Venue Licensing Code)",,,
GT-346,"Taxation, Tariffs & Revenue Administration",Tier 3: Latent & Paraphrastic,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","City Ordinance No. 0725-22, Series of 2022 (The Davao City Real Property Tax Assessment and Revenue Administration Code)",Section 4,"SECTION 4. PROPERTY VALUATION HARMONIZATION. — In the exercise of municipal taxing jurisdiction to generate equitable public revenues for municipal social development programs, the City Assessor shall maintain uniform schedules of fair market value across municipal appraisal zones, ensuring that assessed rates on residential parcels remain strictly aligned with statutory municipal taxing limits. The Business Bureau and the City Legal Office shall institute administrative and legal collection remedies against non-compliant commercial taxpayers.","City Ordinance No. 0725-22, Series of 2022 (The Davao City Real Property Tax Assessment and Revenue Administration Code)",,,
GT-347,"Taxation, Tariffs & Revenue Administration",Tier 3: Latent & Paraphrastic,Republic Act No. 7160 (The Local Government Code of 1991),Section 140,"Section 140. Amusement Tax. — (a) The province or city may levy an amusement tax to be collected from the proprietors, lessees, or operators of theaters, cinemas, concert halls, circuses, boxing stadia, and other places of amusement at a rate of not more than thirty percent (30%) of the gross receipts from admission fees. (c) The holding of operas, concerts, dramas, recitals, painting and art exhibitions, flower shows, musical programs, literary and oratorical presentations, except pop, rock, or similar concerts shall be exempt from the payment of the tax hereon imposed.","City Ordinance No. 0392-18, Series of 2018 (The Davao City Municipal Amusement Tax and Cultural Venue Licensing Code)",Section 4,"SECTION 4. RECOGNITION OF STUDENT ARTISTIC TAX IMMUNITY. — In the exercise of municipal taxing jurisdiction to generate equitable public revenues for municipal social development programs, municipal revenue examiners shall grant automatic exemption clearances to youth athletic competitions and collegiate stage productions, preserving the non-taxable status of educational theatrical performances. The Business Bureau and the City Legal Office shall institute administrative and legal collection remedies against non-compliant commercial taxpayers.","City Ordinance No. 0392-18, Series of 2018 (The Davao City Municipal Amusement Tax and Cultural Venue Licensing Code)",,,
GT-348,"Taxation, Tariffs & Revenue Administration",Tier 3: Latent & Paraphrastic,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","City Ordinance No. 0348-19, Series of 2019 (The Davao City Geographic Information System Cadastral Parcel Mapping Standard)",Section 6,"SECTION 6. DIGITAL CADASTRAL ARCHIVING. — Pursuant to the revenue administration authority of the Sangguniang Panlungsod to maintain fair local tax assessments and commercial stability, digital cadastral parcel boundaries registered within municipal property databases shall be backed up daily to offsite encrypted storage arrays to preserve municipal land records. The City Treasurer and the City Assessor are hereby directed to maintain updated valuation registries and ensure equitable assessment practices.","City Ordinance No. 0348-19, Series of 2019 (The Davao City Geographic Information System Cadastral Parcel Mapping Standard)",,,
GT-349,"Taxation, Tariffs & Revenue Administration",Tier 3: Latent & Paraphrastic,Republic Act No. 7160 (The Local Government Code of 1991),Section 140,"Section 140. Amusement Tax. — (a) The province or city may levy an amusement tax to be collected from the proprietors, lessees, or operators of theaters, cinemas, concert halls, circuses, boxing stadia, and other places of amusement at a rate of not more than thirty percent (30%) of the gross receipts from admission fees. (c) The holding of operas, concerts, dramas, recitals, painting and art exhibitions, flower shows, musical programs, literary and oratorical presentations, except pop, rock, or similar concerts shall be exempt from the payment of the tax hereon imposed.","City Ordinance No. 0284-18, Series of 2018 (The Davao City Theater Cinema Auditorium Chair Flame-Retardant Upholstery Standard)",Section 6,"SECTION 6. AUDITORIUM CHAIR UPHOLSTERY STANDARDS. — In the exercise of municipal taxing jurisdiction to generate equitable public revenues for municipal social development programs, fabric upholstery utilized for cinema auditorium seating shall be treated with chemical fire-retardant sprays to inhibit flame propagation in the event of an electrical fire. The Business Bureau and the City Legal Office shall institute administrative and legal collection remedies against non-compliant commercial taxpayers.","City Ordinance No. 0284-18, Series of 2018 (The Davao City Theater Cinema Auditorium Chair Flame-Retardant Upholstery Standard)",,,
GT-350,"Taxation, Tariffs & Revenue Administration",Tier 3: Latent & Paraphrastic,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","City Ordinance No. 0348-19, Series of 2019 (The Davao City Geographic Information System Cadastral Parcel Mapping Standard)",Section 6,"SECTION 6. DIGITAL CADASTRAL ARCHIVING. — Pursuant to the revenue administration authority of the Sangguniang Panlungsod to maintain fair local tax assessments and commercial stability, digital cadastral parcel boundaries registered within municipal property databases shall be backed up daily to offsite encrypted storage arrays to preserve municipal land records. The City Treasurer and the City Assessor are hereby directed to maintain updated valuation registries and ensure equitable assessment practices.","City Ordinance No. 0348-19, Series of 2019 (The Davao City Geographic Information System Cadastral Parcel Mapping Standard)",,,
